16,4
17,4
18,4
19,1
20,4
21,4
22,4
23,4
24,4
25,1
26,4
27,4
28,4
29,0
30,4
31,4
32,4
33,4
34,2
35,0
36,4
37,1
38,4
39,1
40,4
41,3
42,4
43,1
44,4
45,4
46,4
47,2
48,1
49,3
50,1
9,1
51,4
52,1
53,4
54,4
55,1
56,4
57,2
58,1
59,0
60,1
61,4
62,4
63,3
64,4
65,4
66,4
67,4
68,2
69,2
70,4
71,0
72,4
73,4
74,4
75,1
76,4
77,4
78,3
79,1
80,0
81,3
82,1
83,1
84,4
85,3
86,4
87,0
88,3
89,0
90,0
91,1
92,2
93,0
94,1
95,0
96,1
97,0
98,1
99,0
100,0
101,0
102,0
103,4
104,0
105,4
106,0
107,2
108,0
109,4
110,4
111,0
112,1
113,0
114,1
115,0
116,0
117,1
118,0
119,0
120,2
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,4
132,1
133,0
134,3
135,1
136,0
137,1
138,1
139,4
140,0
141,1
142,1
3,2
143,0
144,0
145,0
146,0
147,1
148,0
149,2
150,0
151,0
152,0
153,0
154,0
155,0
156,4
157,1
158,1
159,0
160,1
161,2
162,0
163,0
164,1
165,4
166,1
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,2
176,1
177,0
178,2
179,2
180,1
181,2
182,0
183,0
184,4
185,0
7,1
186,4
187,1
188,0
189,2
190,1
191,1
192,2
193,1
194,0
195,0
8,0
196,0
197,0
6,0
198,0
199,2
200,0
12,4
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
13,0
209,0
210,0
15,0
211,0
212,4
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,0
14,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,2
239,0
240,2
1,0
241,0
242,0
243,0
2,0
244,3
245,0
246,0
247,0
248,0
249,0
250,4
251,0
252,0
253,0
254,0
255,3
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,2
264,2
265,0
266,0
267,0
268,0
269,0
270,3
5,0
271,0
272,4
273,0
274,3
275,0
276,0
277,3
278,0
279,0
280,2
281,1
282,0
