16,4
17,1
18,1
19,4
20,3
21,2
22,1
23,0
24,1
25,1
26,3
27,4
28,2
29,4
30,0
31,1
32,1
33,3
34,1
35,2
36,2
37,4
38,1
39,4
40,0
41,4
42,4
43,4
44,1
45,0
46,0
47,3
48,2
49,4
50,2
9,3
51,2
52,0
53,2
54,4
55,1
56,3
57,2
58,0
59,2
60,4
61,0
62,0
63,2
64,0
65,0
66,4
67,0
68,4
69,1
70,4
71,3
72,2
73,4
74,1
75,1
76,2
77,2
78,1
79,0
80,2
81,3
82,1
83,4
84,4
85,3
86,1
87,4
88,2
89,4
90,1
91,2
92,1
93,1
94,3
95,0
96,4
97,0
98,3
99,4
100,4
101,2
102,1
103,4
104,1
105,4
106,3
107,3
108,4
109,1
110,0
111,3
112,2
113,1
114,0
115,4
116,0
117,1
118,4
119,1
120,3
121,3
122,4
123,1
124,0
125,0
126,1
127,4
128,1
129,2
130,0
131,3
132,0
133,4
134,4
135,0
136,0
137,4
138,0
139,1
140,4
141,2
142,0
3,1
143,0
144,0
145,1
146,4
147,4
148,4
149,0
150,1
151,1
152,0
153,1
154,3
155,1
156,4
157,3
158,1
159,1
160,0
161,1
162,4
163,4
164,3
165,4
166,0
167,0
168,3
169,4
170,4
171,1
172,1
173,3
174,4
175,3
176,1
177,3
178,1
179,4
180,0
181,1
182,0
183,0
184,0
185,3
7,2
186,0
187,3
188,1
189,3
190,3
191,0
192,3
193,0
194,0
195,2
8,2
196,0
197,1
6,1
198,0
199,4
200,4
12,2
201,4
202,1
203,4
204,1
205,2
206,0
207,0
208,4
13,0
209,1
210,1
15,1
211,2
212,0
213,0
214,0
215,1
216,2
217,2
218,4
219,1
220,2
221,1
14,3
222,2
223,2
224,1
225,4
226,0
227,3
228,1
229,2
230,1
231,2
232,4
233,4
234,2
235,1
236,3
237,2
238,1
239,1
240,4
1,0
241,0
242,3
243,4
2,4
244,4
245,0
246,0
247,2
248,0
249,2
250,0
251,3
252,4
253,1
254,0
255,4
256,1
257,4
258,1
259,0
260,1
261,0
262,3
263,3
264,4
265,3
266,1
267,3
268,3
269,3
270,1
5,3
271,0
272,2
273,1
274,3
275,1
276,2
277,2
278,0
279,1
280,0
281,0
282,1
283,3
284,0
285,0
286,0
287,3
288,1
289,1
290,0
291,2
292,3
293,3
294,1
295,4
296,4
297,0
298,0
299,0
300,2
301,1
302,4
303,1
304,1
305,4
306,2
307,4
308,3
309,0
310,2
311,3
312,0
313,3
314,2
315,3
316,0
317,4
318,4
319,0
320,1
321,4
322,1
323,0
324,1
325,1
326,2
327,2
328,2
329,2
330,1
331,4
332,3
333,1
334,3
335,4
336,3
337,3
338,1
339,0
340,2
341,3
342,2
343,2
344,0
345,3
346,3
347,2
348,1
349,0
350,2
351,1
352,1
353,3
354,4
355,1
356,0
357,4
358,1
359,3
360,1
361,0
362,4
363,0
364,1
365,0
366,2
367,4
368,0
369,1
370,2
371,2
372,0
373,4
374,1
375,3
376,0
377,1
378,0
379,0
380,1
381,4
382,2
383,2
384,4
385,3
386,2
387,3
388,4
389,4
390,1
391,2
392,2
393,0
394,3
395,3
396,1
397,0
398,3
399,2
400,0
401,2
402,4
403,1
404,2
405,1
406,3
407,1
408,1
409,0
410,2
411,0
412,1
413,2
414,1
415,0
416,3
417,3
418,1
419,4
420,4
421,3
422,4
423,1
424,3
425,1
426,1
427,2
428,0
429,4
430,0
431,1
432,2
433,3
434,2
435,1
436,3
437,3
438,4
439,0
440,3
441,2
442,4
443,0
444,2
445,0
446,4
447,2
448,2
449,2
450,0
451,1
452,1
453,4
454,0
455,3
456,1
457,0
458,1
459,4
460,4
461,1
462,1
463,2
464,2
465,1
466,4
467,3
468,1
469,2
470,1
471,3
472,2
473,4
474,2
475,0
476,1
477,1
478,1
479,4
480,3
481,4
482,0
483,2
484,1
485,4
486,1
487,4
488,1
489,2
490,1
491,1
492,1
493,1
494,4
495,2
496,1
497,2
498,1
499,4
500,1
501,0
502,0
503,2
504,1
505,4
506,2
507,2
508,2
509,0
510,4
511,4
512,2
513,0
514,3
515,2
516,2
517,3
518,1
519,2
520,0
521,1
522,1
523,0
524,0
525,0
526,0
527,1
528,1
529,2
530,1
531,4
532,2
533,1
534,1
535,4
536,3
537,0
538,4
539,0
540,1
541,0
542,2
543,0
544,1
545,4
546,4
547,1
548,1
549,4
550,1
551,2
552,3
553,4
554,4
555,4
556,1
557,4
558,1
559,3
560,0
561,4
562,0
563,3
564,3
565,4
566,1
567,2
568,1
569,1
570,0
571,0
572,0
573,0
574,4
575,3
576,1
577,0
578,1
579,3
580,2
581,2
582,2
583,4
584,2
585,0
586,2
587,0
588,0
589,1
590,4
591,4
592,4
593,3
594,2
595,4
596,3
597,2
598,0
599,1
600,1
601,3
11,1
602,4
603,2
604,1
605,3
606,4
607,2
608,4
